"","C3002","C3003","C3004","C3005","C3006","C3011","C3015","C3016","C3017","C3021","C3022","C3023","H4006","H4007","H4008","H4009","H4010","H4013","H4014","H4015","H4016","H4017","H4018","H4019","H4020","H4022","H4023","H4024","H4028","H4031","H4035","H4038","H4039","H4043","H4044","H4045","M2008","M2014","M2025","M2026","M2027","M2028","M2034","M2039","M2041","M2042","M2047","M2060","M2061","M2068","M2072","M2084","P6005","P6009","P6012","P6013","P6017","P6018","P6028"
"C10orf111",0,1,2,1,2,3,5,4,4,2,3,4,8,3,10,3,3,2,8,2,8,3,4,3,2,4,4,5,0,4,0,6,3,8,5,1,0,1,2,3,1,6,6,1,3,1,2,0,0,6,6,1,0,3,4,6,10,10,2
"FNDC7",0,0,0,0,0,0,0,1,0,0,1,1,0,1,4,2,0,0,2,0,3,0,0,0,3,1,2,2,0,0,2,1,2,3,2,0,0,1,1,0,0,1,1,0,0,0,1,0,0,0,0,1,1,1,1,6,0,3,0
"AC110086.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ZC3HAV1",2661,3161,2846,2950,5230,3435,2911,3614,4611,2057,2456,2334,4470,4668,6747,2865,3019,2427,3481,3746,2776,3617,3255,5151,4422,4600,5288,5147,4795,3520,4182,3800,3787,4551,4983,4681,3167,2427,3636,3610,3082,5577,4337,3400,3945,3224,3813,3402,0,3435,4041,4642,3690,3268,2919,6972,4473,4549,4989
"LRRC27",237,227,198,157,298,174,143,191,219,137,155,297,271,245,320,222,124,154,318,187,161,169,175,457,256,247,298,327,200,256,177,252,231,200,328,310,214,170,146,326,152,407,465,212,213,220,167,127,0,223,194,188,257,267,203,350,374,298,269
"RP11-444K7.8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RP11-386B13.1",0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"DLGAP1-AS1",160,91,64,154,182,104,135,122,106,51,141,73,288,366,278,100,100,76,245,103,97,264,128,279,293,122,192,294,293,279,137,197,110,192,195,249,120,72,83,187,65,255,348,69,166,94,66,148,0,160,134,203,208,186,69,170,195,196,361
"FBXO10",33,45,23,68,131,47,42,46,41,36,107,49,265,96,233,55,33,46,95,69,58,155,106,210,148,75,499,245,203,117,109,90,59,62,78,253,54,59,55,86,42,200,178,42,186,51,43,65,0,63,56,158,140,150,49,173,219,135,189
"SESTD1",3105,3087,2800,2316,3638,2237,2453,2614,3655,1343,2025,2492,2065,2438,3094,2107,2610,2062,1757,2278,2463,2686,1920,2635,3320,3350,3349,2718,2141,2521,3071,2768,3048,3444,5164,2723,2249,1827,2496,2799,2414,2614,2200,3077,2721,2506,2946,1432,0,2667,2857,2215,2331,2274,2177,6629,2656,3402,2138
"RP11-351I21.7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RP11-169E6.4",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"C8orf17",0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
"YBEY",284,552,728,662,474,202,665,391,480,307,298,341,386,385,581,472,427,623,310,231,251,136,333,1215,660,953,943,823,229,322,560,635,886,588,548,318,799,359,563,604,331,536,908,296,649,509,561,347,0,203,398,412,260,645,536,1009,371,612,252
"RP11-411B10.8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CCDC94",543,435,412,479,595,516,441,446,485,332,438,345,782,673,756,410,541,447,534,400,306,420,459,968,808,726,857,816,458,624,618,582,611,678,703,577,574,396,358,990,330,797,875,475,475,323,469,506,0,440,534,526,536,812,430,743,586,423,610
"RP4-782G3.1",0,0,0,0,0,0,0,0,0,0,2,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"RPS17L",1,1,0,1,1,3,3,4,3,3,2,4,5,6,5,2,3,1,2,3,4,2,4,5,4,3,12,13,3,4,3,3,10,3,6,2,4,0,2,4,4,3,5,3,3,5,4,2,0,0,3,4,9,7,4,7,10,4,6
"C1QTNF6",65,161,107,158,321,115,232,169,157,76,178,137,477,575,398,236,81,144,431,211,218,546,296,269,280,141,204,514,1432,255,226,510,171,218,232,278,84,151,208,195,193,714,489,145,268,137,113,231,0,402,126,253,682,308,145,387,347,331,899
"LDOC1",14,31,63,62,126,35,45,33,33,26,59,25,140,88,128,23,28,45,82,59,36,79,70,105,60,35,60,226,140,78,56,73,56,47,52,96,26,49,32,102,27,190,134,34,64,51,68,62,0,56,38,86,87,118,43,130,99,90,237
"AL133153.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RP11-390B4.3",0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,2,1,0,0,2,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
"AC073072.5",3,0,0,5,10,0,0,0,0,7,3,0,38,55,56,3,0,1,10,1,3,22,8,56,26,12,45,18,31,34,12,8,1,3,2,28,0,1,2,2,0,17,6,0,18,0,1,3,0,10,1,39,7,19,0,32,23,11,29
"RPL29P2",2,3,1,1,1,2,1,4,3,0,9,3,0,4,3,2,0,5,4,3,1,2,5,3,8,2,5,2,2,4,6,1,4,8,1,2,1,2,3,0,1,4,4,3,1,0,1,5,0,0,1,5,2,2,3,2,5,2,3
"FFAR1",1,8,7,2,1,7,8,9,3,3,7,1,10,4,5,4,2,4,2,7,4,0,1,9,3,4,8,6,1,3,5,5,3,6,9,5,7,10,1,7,1,4,7,6,4,1,3,1,0,4,6,9,3,0,2,2,5,4,1
"CYLC1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"AC002395.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RP11-391M1.4",55,99,68,71,110,46,54,72,62,37,67,37,103,67,118,38,39,30,52,51,67,55,58,75,47,91,94,115,77,54,78,65,82,74,72,83,85,50,53,51,68,113,150,59,94,66,73,77,0,45,75,88,68,79,26,182,97,98,91
"ASIC2",28,17,33,32,28,15,37,25,23,21,16,32,16,24,34,15,30,24,28,31,14,44,28,16,26,31,5,19,5,71,25,43,43,31,19,17,34,12,13,46,58,28,25,31,10,35,22,13,0,61,36,7,51,27,17,32,19,22,14
"AC016885.1",0,0,0,0,2,1,0,0,0,0,0,0,0,1,1,1,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,2,2,0,3,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0
"RN7SL63P",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"TERF2IP",1113,1707,1600,1967,2893,1821,1678,1900,1961,1276,1810,1413,3206,2380,3388,1252,1353,1199,1863,1758,1373,2085,1693,3868,2439,2507,5301,4182,3046,2392,2728,2206,2019,2139,2377,4000,1623,1169,1724,2702,1503,3770,3392,1621,2623,1451,1829,1512,0,1622,1895,3190,2060,3046,1536,3837,3076,2660,3823
"LAMC2",10935,2581,3092,4618,3869,3791,2763,2471,4095,1937,1694,7178,2384,8309,3546,3153,3900,4070,1658,2233,2581,10111,3996,3911,4950,5125,5307,4655,122,9769,5458,5014,2838,1989,5179,4163,2423,1804,3646,3468,1601,5311,3355,4719,3077,1690,4214,2601,0,3369,2705,3618,4670,6156,2936,8135,2313,4926,6259
"RN7SKP217",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"CTD-2616J11.16",0,1,0,0,0,0,2,0,0,0,1,0,2,4,1,3,0,0,1,1,0,1,0,3,0,2,1,1,1,0,1,0,0,0,0,4,0,0,0,0,0,3,2,1,0,0,1,0,0,0,1,0,0,0,0,0,2,3,3
"IGHD2-8",0,0,0,1,0,0,0,0,0,0,0,0,2,0,3,0,0,0,1,1,0,6,2,1,2,1,7,2,9,0,1,3,0,0,0,1,0,0,0,1,0,4,0,1,1,0,0,0,0,1,1,1,10,1,0,0,1,0,1
"CENPN",440,452,305,404,586,273,352,393,333,366,205,206,451,907,521,273,284,239,706,302,274,482,294,511,737,453,1172,473,364,833,259,585,419,593,654,692,366,200,200,805,203,434,312,256,309,228,300,392,0,637,353,417,612,528,224,642,301,339,542
"ZSCAN10",0,1,1,1,0,0,3,1,0,1,0,0,0,0,2,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1,0,0,1,2,2,0,1,1,0,0,1,1,1,0,2,2,1,0,0,0,0,0,0,0,0,2,0,3,1
"RNU6-166P",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RP11-84D1.1",15,12,5,6,10,5,7,3,11,8,6,10,17,6,20,9,5,3,12,13,5,10,11,18,12,6,7,13,24,3,10,9,7,13,13,9,3,6,8,15,8,21,22,4,11,4,1,3,0,2,9,9,7,12,5,10,12,8,15
"RN7SL40P",0,0,1,1,0,0,1,0,0,0,2,0,0,0,0,2,2,1,0,0,3,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,3,0,0,1,0,0,4,0,0,0,0,0,0,0,2,0,0,0,1,0
"GDPD1",152,785,643,501,664,380,727,731,704,384,407,252,395,217,744,753,877,623,196,611,462,164,328,688,453,545,439,608,88,265,634,458,962,624,454,509,739,361,601,621,550,415,414,667,494,675,645,343,0,309,576,554,203,510,737,1301,686,939,146
"AC010761.13",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"VWA1",313,245,182,287,390,255,222,283,338,184,290,217,911,1350,616,261,127,150,1297,322,185,261,438,545,903,271,494,862,1444,710,418,1036,327,558,496,618,249,247,123,685,157,974,860,185,222,169,191,457,0,892,420,432,1005,1044,201,358,421,127,1523
"SNORD96B",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
"AC106875.1",0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"RPL17P22",1,1,0,2,5,4,1,1,1,2,5,8,1,3,6,0,3,4,3,0,2,1,2,3,3,2,4,2,2,8,3,3,6,6,1,3,4,3,2,2,1,4,3,3,2,1,4,0,0,2,2,4,6,5,3,4,6,5,9
"TRAV7",0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1
"AC004448.2",0,0,3,1,0,1,2,0,0,0,0,1,2,0,1,0,0,0,1,0,2,4,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,1,0,1,0,0,2,0,1,1,0,0,0,2,0,0,0,0,2,0,0,0,3
"ZNF706",2773,2749,2583,3091,3487,2809,3132,3297,3132,1572,2663,3084,2827,3054,4203,2082,2577,2487,2136,2473,2567,2332,2726,4600,3876,5069,4189,3998,2226,2840,3769,3010,3614,3891,3825,3498,3141,1944,2369,3893,1863,3374,3404,3067,2409,2277,3188,2746,1,2198,3093,2723,2216,4230,2748,4861,3481,2952,2590
"RNU4-70P",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AD000092.3",55,57,59,96,104,49,95,65,63,128,496,219,97,142,157,36,55,44,72,49,43,106,67,142,118,113,152,149,103,160,92,103,91,104,109,107,59,59,55,101,47,109,134,45,90,54,78,66,0,58,68,111,65,85,47,102,130,108,138
"NDUFA5P1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"AC009107.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"C2orf74",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RN7SL26P",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RNU6-931P",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KBTBD3",131,320,267,295,377,224,385,381,290,173,252,141,368,297,474,279,349,228,212,323,277,223,243,506,369,370,358,433,175,282,390,359,475,450,393,386,344,200,311,350,285,401,363,292,341,285,283,321,0,219,247,321,242,399,226,529,452,378,289
"SDHCP1",0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"DPRXP2",0,0,0,1,3,0,1,1,0,0,0,0,0,1,1,3,0,0,0,0,0,2,1,0,1,1,0,0,3,0,0,0,0,0,3,0,2,0,0,0,0,0,4,0,0,0,1,1,0,0,1,0,1,0,0,5,0,0,1
"TRDJ2",0,2,0,2,0,0,1,1,4,1,1,1,3,0,2,2,0,0,4,2,0,6,1,4,0,5,0,5,0,0,0,1,0,5,2,3,0,3,0,0,3,1,0,1,0,2,1,0,0,0,0,0,0,0,0,0,2,4,2
"ARMCX4",82,361,329,439,448,296,502,466,326,156,345,245,626,290,592,356,304,146,334,444,572,435,588,323,329,395,360,453,431,249,399,428,504,463,309,504,309,438,423,208,353,719,525,280,291,402,366,364,0,276,338,420,369,314,309,1005,607,670,504
"MPPED2",2,5,11,4,39,11,7,12,12,2,17,5,20,16,35,8,3,5,17,16,7,23,11,16,4,5,15,45,42,6,8,11,9,27,9,12,4,2,7,8,10,32,15,5,15,22,7,24,0,10,13,14,20,14,12,27,28,19,20
"AP001178.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC00498",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
"RP11-508N12.4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RP11-351I21.11",0,1,1,0,2,2,0,0,1,3,2,0,4,5,7,2,0,1,3,4,6,0,0,1,4,0,0,10,0,1,0,1,2,0,1,1,0,1,1,0,2,6,4,0,1,0,0,1,0,3,3,0,0,5,1,0,0,4,0
"OR11M1P",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"OR13A1",2,3,0,4,6,3,2,0,0,0,10,3,21,4,15,2,0,2,6,2,4,7,9,23,8,2,23,16,8,3,13,1,3,3,5,38,0,3,2,3,2,23,13,3,6,3,2,6,0,2,0,9,2,6,1,2,6,17,14
"ITFG1",4150,4368,3634,4312,5237,3543,4447,3835,4562,2194,3268,3469,2661,4432,4783,3101,3847,3210,3080,3419,3292,2856,2599,4448,5893,5433,4701,3947,2655,3492,4828,4510,5234,5191,5260,3880,3909,2329,3679,5241,3061,3691,3667,4084,3431,3359,4865,4168,0,3746,4691,3534,3914,4836,3512,8406,3377,4292,2925
"C1orf216",145,196,119,209,332,169,155,200,175,107,223,190,560,467,411,89,61,95,441,224,167,528,274,365,320,138,518,591,631,316,265,362,232,256,361,524,121,159,161,380,196,627,420,129,315,143,149,228,0,286,213,390,501,381,133,475,372,378,709
"RNU6-408P",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"MLANA",0,2,0,1,4,0,1,3,0,0,1,0,0,0,0,2,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,1,0,0,2,1,0,1,0,0,0,0,0,1,0,0,1,1,2,0,0,0,2,0,0,1
"RP11-31F15.1",10,25,22,21,41,17,28,21,15,14,19,12,80,50,56,11,15,13,47,29,8,40,54,26,48,20,64,61,62,53,10,23,37,24,33,55,20,18,13,31,10,59,45,15,31,12,11,26,0,20,7,32,41,30,7,45,38,40,62
"RP11-102L12.2",0,4,1,4,3,2,9,7,1,7,1,1,7,3,9,3,2,2,5,2,3,4,4,10,5,7,6,5,17,2,5,1,1,3,7,9,2,0,2,3,7,7,2,2,3,5,11,7,0,3,4,2,4,3,5,4,9,7,9
"RP1-315G1.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RP11-588P8.1",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RP5-1101C3.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SMYD2",770,1034,1000,932,1296,654,1053,1066,918,495,1081,815,1240,1043,1420,744,922,912,1055,883,858,963,854,1247,1276,1202,1337,1431,807,1057,1024,1068,1230,1208,1155,1128,1087,757,912,1075,796,1345,1343,984,805,776,1034,862,0,948,1000,851,920,1626,731,2006,1237,1183,1173
"SGOL1-AS1",1,10,7,12,10,12,11,16,8,2,8,1,11,5,17,8,6,5,7,9,11,6,13,15,2,7,14,14,7,0,7,14,17,19,13,13,11,5,16,15,4,13,11,16,10,9,9,8,0,6,10,8,5,10,4,26,11,10,4
"OR51A9P",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"MAFF",1499,421,193,597,286,474,287,309,1181,170,200,312,288,904,405,246,247,134,580,169,99,1645,144,202,447,351,351,300,1533,420,321,300,247,334,500,337,338,277,212,483,170,486,468,316,279,192,130,290,0,443,457,360,467,641,162,512,219,313,1089
"IGLV3-27",5,73,46,483,121,327,127,55,93,844,406,16,423,545,369,17,8,37,165,124,207,3840,291,410,548,84,30,644,660,127,447,417,54,439,303,808,41,167,119,133,225,407,460,151,120,93,52,222,0,247,269,339,1584,2039,650,463,303,116,370
"AC024896.1",0,1,0,0,5,0,0,1,1,2,1,0,1,2,4,0,0,0,2,2,0,0,2,0,0,1,0,2,2,0,2,0,0,1,0,1,1,0,1,2,1,1,1,1,0,2,1,0,0,2,0,1,0,0,1,1,4,1,1
